iter	Passed	Remaining
301	524	1213
302	526	1210
303	528	1208
304	529	1206
305	531	1205
306	533	1203
307	535	1203
308	537	1201
309	538	1199
310	540	1197
311	542	1196
312	544	1195
313	546	1193
314	548	1191
315	549	1189
316	551	1187
317	552	1185
318	554	1183
319	555	1181
320	557	1179
321	559	1177
322	560	1175
323	562	1173
324	563	1171
325	565	1169
326	567	1167
327	568	1165
328	570	1163
329	572	1161
330	573	1159
331	575	1157
332	577	1155
333	578	1154
334	580	1152
335	581	1149
336	583	1147
337	584	1145
338	586	1143
339	588	1142
340	589	1140
341	591	1138
342	593	1136
343	594	1133
344	596	1131
345	597	1129
346	599	1127
347	600	1125
348	602	1123
349	603	1121
350	605	1119
351	607	1117
352	608	1115
353	610	1113
354	611	1111
355	613	1109
356	614	1107
357	616	1105
358	617	1103
359	619	1101
360	621	1099
361	623	1098
362	624	1095
363	626	1094
364	627	1092
365	629	1089
366	630	1088
367	632	1086
368	634	1084
369	635	1082
370	637	1080
371	638	1078
372	640	1076
373	641	1074
374	643	1072
375	645	1070
376	646	1068
377	648	1067
378	649	1064
379	651	1062
380	653	1061
381	654	1059
382	656	1057
383	658	1055
384	660	1055
385	663	1054
386	665	1054
387	668	1054
388	670	1053
389	672	1051
390	673	1049
391	675	1048
392	677	1046
393	679	1044
394	680	1042
395	682	1040
396	684	1039
397	685	1037
398	687	1035
399	689	1033
400	690	1031
401	693	1031
402	696	1031
403	698	1030
404	700	1029
405	702	1027
406	705	1027
407	707	1026
408	708	1024
409	710	1022
410	711	1020
411	713	1018
412	715	1016
413	716	1014
414	718	1012
415	719	1010
416	721	1008
417	723	1006
418	724	1004
419	726	1003
420	727	1001
421	729	999
422	731	997
423	732	995
424	734	993
425	735	991
426	737	989
427	739	988
428	741	986
429	742	984
430	744	983
431	746	981
432	747	979
433	749	977
434	751	975
435	752	973
436	754	971
437	755	969
438	757	967
439	758	965
440	760	964
441	762	962
442	764	960
443	765	958
444	767	956
445	768	954
446	770	952
447	771	951
448	773	949
449	775	947
450	776	945
451	778	943
452	779	941
453	781	939
454	782	937
455	784	935
456	786	934
457	788	932
458	789	931
459	791	929
460	792	927
461	794	925
462	796	923
463	797	921
464	799	919
465	801	917
466	802	916
467	804	914
468	805	912
469	807	910
470	808	908
471	810	906
472	811	904
473	813	902
474	815	901
475	816	899
476	818	897
477	819	895
478	821	893
479	823	891
480	824	889
481	826	887
482	827	885
483	829	884
484	831	882
485	832	880
486	834	879
487	836	877
488	837	875
489	839	873
490	841	872
491	842	870
492	844	868
493	845	866
494	847	864
495	848	862
496	850	860
497	852	859
498	854	857
499	855	855
500	857	853
501	858	852
502	860	850
503	862	848
504	863	846
505	865	845
506	867	843
507	868	841
508	870	839
509	871	837
510	873	835
511	874	833
512	876	832
513	878	830
514	879	828
515	881	826
516	883	824
517	884	823
518	886	821
519	888	819
520	889	817
521	891	815
522	892	814
523	894	812
524	896	810
525	897	808
526	899	807
527	900	805
528	902	803
529	903	801
530	905	799
531	907	797
532	908	796
533	910	794
534	911	792
535	913	790
536	914	788
537	916	786
538	917	785
539	919	783
540	921	781
541	922	779
542	924	777
543	925	776
544	927	774
545	928	772
546	930	770
547	932	768
548	933	766
549	935	765
550	936	763
551	938	761
552	939	759
553	941	757
554	942	755
555	944	754
556	945	752
557	947	750
558	948	748
559	950	746
560	952	744
561	953	743
562	955	741
563	957	739
564	959	738
565	962	737
566	964	736
567	966	735
568	968	733
569	970	731
570	971	730
571	973	728
572	975	726
573	977	725
574	979	724
575	981	722
576	983	720
577	984	718
578	986	716
579	987	715
580	989	713
581	991	711
582	993	710
583	995	708
584	996	706
585	998	705
586	999	703
587	1001	701
588	1002	699
589	1004	697
590	1005	696
591	1007	694
592	1009	692
593	1010	690
594	1012	689
595	1014	687
596	1015	685
597	1017	684
598	1019	682
599	1021	680
600	1022	678
601	1024	677
602	1026	675
603	1027	673
604	1029	671
605	1030	670
606	1033	668
607	1035	667
608	1039	667
609	1041	666
610	1044	665
611	1047	664
612	1051	663
613	1053	662
614	1056	661
615	1058	660
616	1060	658
617	1061	656
618	1063	654
619	1065	652
620	1067	651
621	1069	649
622	1071	648
