iter	Passed	Remaining
475	1035	1139
476	1036	1136
477	1038	1134
478	1040	1131
479	1042	1129
480	1043	1126
481	1045	1123
482	1047	1120
483	1048	1118
484	1050	1115
485	1052	1113
486	1054	1110
487	1055	1107
488	1057	1104
489	1058	1102
490	1060	1099
491	1062	1097
492	1064	1094
493	1065	1091
494	1067	1089
495	1069	1086
496	1070	1083
497	1072	1081
498	1073	1078
499	1075	1075
500	1077	1073
501	1078	1070
502	1080	1067
503	1081	1064
504	1083	1061
505	1085	1059
506	1086	1056
507	1088	1054
508	1090	1051
509	1091	1048
510	1093	1046
511	1094	1043
512	1096	1041
513	1098	1038
514	1100	1036
515	1101	1033
516	1103	1030
517	1104	1028
518	1106	1025
519	1107	1022
520	1109	1020
521	1111	1017
522	1112	1014
523	1114	1012
524	1115	1009
525	1117	1006
526	1119	1004
527	1120	1001
528	1122	999
529	1123	996
530	1125	993
531	1126	991
532	1128	988
533	1130	986
534	1131	983
535	1133	981
536	1135	978
537	1136	976
538	1138	973
539	1139	970
540	1141	968
541	1142	965
542	1144	963
543	1146	960
544	1148	958
545	1149	956
546	1151	953
547	1153	951
548	1155	948
549	1156	946
550	1158	943
551	1160	941
552	1161	939
553	1163	936
554	1164	933
555	1166	931
556	1168	929
557	1169	926
558	1171	924
559	1172	921
560	1174	919
561	1176	916
562	1177	914
563	1179	911
564	1180	909
565	1182	906
566	1184	904
567	1185	901
568	1187	899
569	1189	897
570	1190	894
571	1192	892
572	1194	889
573	1195	887
574	1197	885
575	1199	882
576	1200	880
577	1202	877
578	1204	875
579	1205	873
580	1207	870
581	1209	868
582	1211	866
583	1213	864
584	1215	861
585	1216	859
586	1218	857
587	1219	854
588	1221	852
589	1222	849
590	1224	847
591	1226	845
592	1227	842
593	1229	840
594	1230	837
595	1232	835
596	1234	833
597	1236	830
598	1238	828
599	1240	827
600	1242	824
601	1244	822
602	1246	820
603	1247	818
604	1249	815
605	1251	813
606	1252	811
607	1254	808
608	1256	806
609	1257	804
610	1259	801
611	1262	800
612	1265	799
613	1269	798
614	1273	797
615	1289	803
616	1293	802
617	1297	801
618	1300	800
619	1303	798
620	1305	796
621	1308	795
622	1310	793
623	1314	792
624	1317	790
625	1319	788
626	1322	787
627	1325	785
628	1328	783
629	1330	781
630	1333	779
631	1336	778
632	1337	775
633	1340	773
634	1341	771
635	1343	768
636	1344	766
637	1346	764
638	1348	761
639	1349	759
640	1351	756
641	1353	754
642	1354	752
643	1356	749
644	1358	747
645	1359	745
646	1361	742
647	1363	740
648	1364	738
649	1366	735
650	1367	733
651	1369	730
652	1370	728
653	1372	726
654	1374	723
655	1375	721
656	1377	719
657	1378	716
658	1380	714
659	1382	712
660	1383	709
661	1385	707
662	1387	705
663	1388	702
664	1390	700
665	1392	698
666	1393	695
667	1395	693
668	1397	691
669	1399	689
670	1400	686
671	1402	684
672	1403	681
673	1405	679
674	1407	677
675	1408	675
676	1410	673
677	1412	670
678	1414	668
679	1415	666
680	1417	663
681	1418	661
682	1420	659
683	1422	656
684	1423	654
685	1425	652
686	1427	650
687	1428	647
688	1430	645
689	1431	643
690	1433	641
691	1434	638
692	1436	636
693	1438	634
694	1439	631
695	1441	629
696	1442	627
697	1444	624
698	1446	622
699	1447	620
700	1449	618
701	1450	615
702	1452	613
703	1453	611
704	1455	608
705	1456	606
706	1458	604
707	1459	602
708	1461	599
709	1462	597
710	1464	595
711	1466	593
712	1468	590
713	1469	588
714	1471	586
715	1472	584
716	1474	582
717	1476	579
718	1477	577
719	1479	575
720	1480	573
721	1482	570
722	1484	568
723	1485	566
724	1487	564
725	1489	561
726	1490	559
727	1491	557
728	1492	554
729	1494	552
730	1496	550
731	1497	548
732	1499	546
733	1500	543
734	1502	541
735	1503	539
736	1505	537
737	1507	535
738	1508	532
739	1510	530
740	1511	528
741	1513	526
742	1515	524
743	1517	522
744	1519	520
745	1520	517
746	1522	515
747	1524	513
748	1525	511
749	1527	509
750	1528	506
751	1530	504
752	1532	502
753	1534	500
754	1535	498
755	1537	496
756	1539	494
757	1540	491
758	1542	489
759	1543	487
760	1545	485
761	1547	483
762	1548	481
763	1550	478
764	1551	476
765	1553	474
766	1554	472
767	1556	470
768	1558	468
769	1559	465
770	1561	463
771	1562	461
772	1564	459
773	1565	457
774	1567	455
775	1568	452
776	1570	450
777	1572	448
778	1573	446
779	1575	444
780	1577	442
781	1578	440
782	1580	437
783	1581	435
784	1583	433
785	1584	431
786	1586	429
787	1587	427
788	1589	425
789	1591	423
790	1592	420
791	1594	418
792	1596	416
793	1597	414
794	1599	412
795	1602	410
796	1603	408
797	1605	406
798	1606	404
799	1608	402
800	1609	399
801	1611	397
802	1613	395
803	1614	393
804	1616	391
805	1618	389
806	1619	387
807	1621	385
808	1623	383
809	1624	381
810	1626	379
811	1627	376
812	1629	374
813	1631	372
814	1632	370
815	1634	368
816	1636	366
817	1638	364
818	1639	362
819	1640	360
820	1642	358
821	1644	356
822	1645	353
823	1648	352
824	1650	350
825	1654	348
826	1657	346
827	1660	344
828	1662	342
829	1665	341
830	1668	339
831	1671	337
832	1673	335
833	1675	333
834	1676	331
835	1678	329
836	1680	327
837	1681	325
838	1683	323
839	1685	320
840	1686	318
841	1688	316
842	1689	314
843	1691	312
844	1693	310
845	1694	308
846	1696	306
847	1698	304
848	1699	302
849	1701	300
850	1703	298
851	1705	296
852	1706	294
853	1708	292
854	1709	289
855	1711	287
856	1712	285
857	1714	283
858	1716	281
859	1717	279
860	1719	277
861	1720	275
862	1722	273
863	1724	271
864	1725	269
865	1727	267
866	1729	265
867	1730	263
868	1732	261
869	1733	259
870	1735	257
871	1737	255
872	1739	253
873	1740	250
874	1742	248
875	1744	246
876	1745	244
877	1747	242
878	1749	240
879	1751	238
880	1753	236
881	1755	234
882	1756	232
883	1758	230
884	1760	228
885	1761	226
886	1763	224
887	1764	222
888	1766	220
889	1768	218
890	1769	216
891	1771	214
892	1772	212
893	1774	210
894	1776	208
895	1777	206
896	1779	204
897	1781	202
898	1782	200
899	1784	198
900	1786	196
901	1788	194
902	1789	192
903	1791	190
904	1793	188
905	1794	186
906	1796	184
907	1798	182
908	1799	180
909	1801	178
910	1802	176
911	1804	174
912	1805	172
913	1807	170
914	1809	168
915	1810	166
916	1812	164
917	1814	162
918	1815	160
919	1817	158
920	1819	156
921	1820	154
922	1822	152
923	1824	150
924	1825	148
925	1827	146
926	1828	144
927	1830	142
928	1832	140
929	1833	138
930	1835	136
931	1836	134
932	1838	132
933	1839	130
934	1842	128
935	1844	126
936	1846	124
937	1848	122
938	1851	120
939	1853	118
940	1855	116
941	1858	114
942	1861	112
943	1863	110
944	1865	108
945	1869	106
946	1872	104
947	1874	102
948	1877	100
949	1879	98
950	1882	96
951	1884	95
952	1886	93
953	1888	91
954	1891	89
955	1893	87
956	1896	85
957	1898	83
958	1900	81
959	1903	79
960	1906	77
961	1907	75
962	1910	73
963	1912	71
964	1915	69
965	1918	67
966	1920	65
967	1921	63
968	1923	61
969	1925	59
970	1926	57
971	1928	55
972	1929	53
973	1931	51
974	1933	49
975	1934	47
976	1936	45
977	1937	43
978	1939	41
979	1940	39
980	1942	37
981	1944	35
982	1946	33
983	1947	31
984	1949	29
985	1950	27
986	1952	25
987	1954	23
988	1955	21
989	1957	19
990	1958	17
991	1960	15
992	1962	13
993	1963	11
994	1965	9
995	1966	7
996	1968	5
997	1969	3
998	1971	1
999	1973	0
