iter	Passed	Remaining
307	524	1178
308	526	1177
309	528	1175
310	529	1173
311	531	1171
312	533	1169
313	534	1168
314	536	1166
315	539	1167
316	542	1169
317	545	1169
318	547	1169
319	551	1172
320	554	1173
321	558	1175
322	561	1176
323	563	1175
324	565	1174
325	567	1172
326	568	1170
327	570	1168
328	572	1166
329	573	1164
330	576	1164
331	578	1164
332	581	1165
333	584	1164
334	586	1163
335	589	1164
336	591	1164
337	593	1163
338	596	1163
339	599	1164
340	602	1163
341	604	1163
342	608	1165
343	611	1166
344	614	1166
345	617	1167
346	620	1167
347	623	1167
348	626	1168
349	629	1168
350	631	1168
351	633	1166
352	635	1164
353	637	1162
354	638	1160
355	640	1158
356	642	1156
357	643	1154
358	645	1152
359	647	1150
360	648	1148
361	650	1146
362	652	1144
363	653	1141
364	655	1139
365	656	1137
366	658	1135
367	660	1133
368	661	1131
369	663	1130
370	665	1127
371	666	1125
372	668	1123
373	669	1121
374	671	1119
375	673	1117
376	674	1115
377	676	1113
378	678	1111
379	679	1109
380	681	1106
381	682	1104
382	684	1102
383	685	1100
384	687	1098
385	688	1095
386	690	1093
387	692	1091
388	694	1090
389	695	1088
390	697	1086
391	698	1084
392	700	1081
393	701	1079
394	703	1077
395	704	1075
396	706	1073
397	707	1070
398	709	1068
399	711	1066
400	712	1064
401	714	1062
402	716	1060
403	717	1058
404	719	1056
405	721	1054
406	723	1053
407	724	1051
408	726	1049
409	727	1047
410	729	1045
411	731	1043
412	732	1041
413	734	1039
414	735	1037
415	737	1035
416	738	1032
417	740	1030
418	741	1028
419	743	1026
420	744	1024
421	746	1022
422	748	1020
423	749	1018
424	751	1016
425	752	1014
426	754	1012
427	755	1010
428	757	1008
429	759	1006
430	760	1004
431	762	1002
432	763	1000
433	765	998
434	767	996
435	768	994
436	770	992
437	772	990
438	773	988
439	775	986
440	776	984
441	778	982
442	780	980
443	781	978
444	783	977
445	785	975
446	787	973
447	788	971
448	790	969
449	791	967
450	793	965
451	795	963
452	796	961
453	798	959
454	799	958
455	801	956
456	803	955
457	806	954
458	807	952
459	809	950
460	811	948
461	812	946
462	814	944
463	815	942
464	817	940
465	818	938
466	820	936
467	821	934
468	823	932
469	825	930
470	826	928
471	828	926
472	830	924
473	831	923
474	833	921
475	835	919
476	836	917
477	839	916
478	840	914
479	842	912
480	843	910
481	845	908
482	847	907
483	849	905
484	850	903
485	852	901
486	854	899
487	855	897
488	857	895
489	858	893
490	860	891
491	862	890
492	863	888
493	865	886
494	866	884
495	868	882
496	870	880
497	871	878
498	873	877
499	875	875
500	876	873
501	878	871
502	879	869
503	881	867
504	883	865
505	884	863
506	886	861
507	888	860
508	889	858
509	891	856
510	893	854
511	894	852
512	896	850
513	897	848
514	899	847
515	902	846
516	905	845
517	908	845
518	911	845
519	915	844
520	918	844
521	920	843
522	923	842
523	925	840
524	927	838
525	928	837
526	930	835
527	932	833
528	933	831
529	935	829
530	937	827
531	940	827
532	942	825
533	944	824
534	946	822
535	949	821
536	951	820
537	952	818
538	954	816
539	955	814
540	957	812
541	959	810
542	961	809
543	963	807
544	965	805
545	967	804
546	968	802
547	970	800
548	971	798
549	973	796
550	975	794
551	977	793
552	979	791
553	980	789
554	982	787
555	984	785
556	985	784
557	987	782
558	988	780
559	990	778
560	992	776
561	993	774
562	995	772
563	997	770
564	998	768
565	1000	767
566	1002	765
567	1003	763
568	1005	761
569	1007	759
570	1008	757
571	1010	755
572	1011	753
573	1013	752
574	1015	750
575	1016	748
576	1018	746
577	1020	744
578	1021	742
579	1023	740
580	1024	739
581	1026	737
582	1028	735
583	1029	733
584	1031	731
585	1033	729
586	1034	728
587	1036	726
588	1038	724
589	1040	722
590	1041	720
591	1043	719
592	1045	717
593	1047	715
594	1048	713
595	1050	711
596	1051	710
597	1053	708
598	1055	706
599	1057	704
600	1058	703
601	1060	701
602	1062	699
603	1063	697
604	1065	695
605	1066	693
606	1068	691
607	1070	690
608	1072	688
609	1073	686
610	1075	684
611	1076	682
612	1078	680
613	1079	678
614	1081	676
615	1082	675
616	1084	673
617	1085	671
618	1087	669
619	1089	667
620	1091	665
621	1092	663
622	1094	662
623	1095	660
624	1097	658
625	1099	656
626	1101	655
627	1102	653
628	1104	651
629	1105	649
630	1107	647
631	1108	645
632	1110	643
633	1112	642
634	1114	640
635	1115	638
636	1117	636
637	1119	635
638	1120	633
639	1122	631
640	1124	629
641	1125	627
642	1127	625
643	1129	624
644	1130	622
645	1132	620
646	1133	618
647	1135	616
648	1137	614
649	1138	613
650	1140	611
651	1141	609
652	1143	607
653	1145	606
654	1147	604
655	1148	602
656	1150	600
657	1152	598
658	1153	596
659	1155	595
660	1156	593
661	1158	591
662	1160	589
663	1162	588
664	1164	586
665	1167	585
666	1170	584
667	1172	582
668	1174	580
669	1175	579
670	1177	577
671	1184	577
672	1187	576
673	1189	575
674	1192	574
675	1194	572
676	1196	571
677	1199	569
678	1201	567
679	1203	566
680	1206	565
681	1209	563
682	1211	562
683	1214	561
684	1217	559
685	1219	558
686	1222	556
687	1225	555
688	1227	554
689	1229	552
690	1232	551
691	1234	549
692	1236	547
693	1238	545
694	1239	544
695	1241	542
696	1243	540
697	1244	538
698	1246	536
699	1248	534
700	1249	533
701	1251	531
702	1253	529
703	1254	527
704	1256	525
705	1257	523
706	1259	521
707	1260	519
708	1262	518
709	1264	516
710	1265	514
711	1267	512
712	1268	510
713	1270	508
714	1271	506
715	1273	505
716	1275	503
717	1276	501
718	1278	499
719	1280	497
720	1281	495
721	1283	494
722	1284	492
723	1286	490
724	1288	488
725	1289	486
726	1291	484
727	1293	483
728	1294	481
729	1296	479
730	1297	477
731	1299	475
732	1300	473
733	1302	472
734	1304	470
735	1305	468
736	1307	466
737	1308	464
738	1310	462
739	1312	460
740	1313	459
741	1315	457
742	1317	455
743	1318	453
744	1320	451
745	1322	450
746	1323	448
747	1325	446
748	1326	444
749	1328	442
750	1329	440
751	1331	439
752	1333	437
753	1334	435
754	1336	433
755	1338	431
756	1339	430
757	1341	428
758	1342	426
759	1344	424
760	1345	422
761	1347	420
762	1349	419
763	1350	417
764	1352	415
765	1354	413
766	1355	411
767	1357	410
768	1358	408
769	1360	406
770	1362	404
771	1363	402
772	1365	401
773	1367	399
774	1368	397
775	1370	395
776	1372	393
777	1373	392
778	1375	390
779	1377	388
780	1378	386
781	1380	384
782	1382	383
783	1383	381
784	1384	379
785	1386	377
786	1388	375
787	1389	373
788	1391	372
789	1393	370
790	1394	368
791	1396	366
792	1398	364
793	1399	363
794	1401	361
795	1402	359
796	1404	357
797	1406	356
798	1407	354
799	1409	352
800	1411	350
801	1413	348
802	1414	347
803	1416	345
804	1418	343
805	1419	341
806	1421	339
807	1422	338
808	1424	336
809	1426	334
810	1427	332
811	1429	330
812	1430	329
813	1432	327
814	1433	325
815	1435	323
816	1437	321
817	1438	320
818	1440	318
819	1442	316
820	1443	314
821	1445	312
822	1447	311
823	1448	309
824	1450	307
825	1451	305
