iter	MAPE	RMSE
0	0.2968323036	55347.82778
1	0.2802027371	52514.37941
2	0.2647925969	50025.08858
3	0.2500914675	47473.807
4	0.2369552518	45093.77155
5	0.2270387143	43193.53605
6	0.2156777204	41207.2433
7	0.2063086662	39688.26757
8	0.1981735004	38155.3466
9	0.1888724694	36604.20716
10	0.1809026998	35217.2404
11	0.1738814525	33978.34982
12	0.1669995112	32771.43888
13	0.1607145858	31629.29866
14	0.1554609986	30661.57587
15	0.1497323269	29632.62313
16	0.1453483934	28821.8623
17	0.1410236279	28054.96803
18	0.1371100353	27375.59384
19	0.1335375607	26687.8769
20	0.1301057736	26067.00235
21	0.1270746976	25460.75547
22	0.1241407269	24932.51549
23	0.1212029046	24443.22956
24	0.118788391	24008.47978
25	0.1161995051	23513.03698
26	0.1141846017	23123.2376
27	0.1119379029	22741.19329
28	0.1098094654	22342.0997
29	0.1079833454	22007.69156
30	0.1065931238	21723.46868
31	0.1051384216	21448.57219
32	0.10363391	21153.05075
33	0.102077931	20915.67718
34	0.1003478943	20626.80846
35	0.09908123914	20417.71683
36	0.09759598233	20141.07011
37	0.09614231699	19883.33734
38	0.09500862421	19659.73346
39	0.09402671472	19472.03165
40	0.09307284797	19273.25199
41	0.09197969754	19063.34867
42	0.09107737066	18900.11408
43	0.09028609989	18756.98806
44	0.08916516875	18575.39174
45	0.08850219995	18423.62687
46	0.08781643985	18288.58662
47	0.08720530334	18175.73622
48	0.08645727394	18041.66811
49	0.08556372902	17850.12594
50	0.08501628009	17752.02338
51	0.08431043923	17585.98431
52	0.0835881964	17460.93078
53	0.08307696522	17360.05406
54	0.08227722636	17235.84197
55	0.08184445872	17134.5426
56	0.0812952714	17017.36986
57	0.08066592868	16881.29516
58	0.08022192845	16806.84883
59	0.07987065941	16708.84106
60	0.07932663381	16610.49933
61	0.07888170939	16542.31237
62	0.07861534779	16475.38158
63	0.07821903566	16407.22035
64	0.0778816677	16335.78129
65	0.07748028203	16275.08342
66	0.07692467404	16159.87755
67	0.07671823369	16096.29239
68	0.0764224063	16047.97779
69	0.07606033938	15974.12447
70	0.0754303947	15852.8165
71	0.07501733355	15746.36623
72	0.07480312453	15702.5352
73	0.07438160973	15580.92277
74	0.07401222644	15482.24916
75	0.07371810165	15429.04265
76	0.07337238571	15359.23946
77	0.07312271956	15310.43579
78	0.07298114312	15267.15694
79	0.07266019915	15198.78465
80	0.07215003106	15078.71147
81	0.07178127703	14991.65215
82	0.07143894145	14942.23413
83	0.07134413746	14900.05482
84	0.07096852221	14831.50031
85	0.07092347829	14799.98878
86	0.07080147521	14759.61626
87	0.07056125748	14704.17635
88	0.07036605669	14653.60502
89	0.07016875564	14604.12743
90	0.06994585972	14540.41694
91	0.06987040683	14513.85935
92	0.06948037609	14451.65694
93	0.06935939717	14402.51921
94	0.06888944849	14320.47323
95	0.06864603094	14261.78917
96	0.06848876038	14231.90937
97	0.06814954425	14163.41314
98	0.06778129093	14090.20095
99	0.06772330685	14058.386
100	0.06750474834	14000.05963
101	0.06711210118	13918.04027
102	0.06684856151	13853.15077
103	0.0665536442	13798.05367
104	0.06649923275	13778.23365
105	0.06618095978	13708.36429
106	0.06596389368	13665.64471
107	0.06589783499	13634.35999
108	0.0658414621	13614.58283
109	0.06571188708	13574.75836
110	0.06563409163	13539.47827
111	0.0652610275	13464.16756
112	0.06494393846	13381.43622
113	0.06465472823	13310.95819
114	0.06459848951	13282.93254
115	0.0643169428	13215.42841
116	0.06425709721	13189.52164
117	0.06395402818	13127.06249
118	0.06366376454	13065.27463
119	0.06341524028	13018.05579
120	0.06339461748	13005.2129
121	0.06296489939	12934.47141
122	0.06279162738	12886.61016
123	0.06274388643	12863.2269
124	0.06268117768	12842.24123
125	0.06239345753	12772.20552
126	0.06216467572	12707.08831
127	0.06189546923	12648.19062
128	0.06171435435	12611.5088
129	0.06162596303	12595.41794
130	0.06135956094	12551.01406
131	0.06118861778	12505.42624
132	0.06111548864	12481.93667
133	0.06096392705	12424.79647
134	0.06066523271	12361.03397
135	0.06041952027	12310.92624
136	0.06039867991	12302.54757
137	0.06036687306	12284.53909
138	0.05996116924	12205.05722
139	0.05968260701	12145.99696
140	0.0594954607	12101.95575
141	0.05923306959	12057.21432
142	0.05919405006	12040.17362
143	0.05888446219	11978.31364
144	0.05866804467	11928.40032
145	0.05851061804	11885.49494
146	0.05842864197	11860.81506
147	0.0581571217	11792.95616
148	0.05791598661	11744.93012
149	0.05772401183	11699.12388
150	0.05734564442	11627.58054
151	0.05730992036	11612.63475
152	0.05699419304	11555.86348
153	0.05676472233	11498.80747
154	0.05654911966	11461.61345
155	0.056205741	11394.5661
156	0.05598274413	11340.62163
157	0.0559395674	11324.68318
158	0.05570017196	11279.35793
159	0.05536796189	11209.08047
160	0.05509008842	11149.78866
161	0.05493019968	11124.49224
162	0.05471298582	11069.3317
163	0.05449868145	11024.90081
164	0.05423270683	10957.29579
165	0.05415102184	10936.21506
166	0.05402378901	10910.24499
167	0.05398711871	10896.42636
168	0.05386885163	10860.144
169	0.0535412953	10793.15466
170	0.05336331674	10750.3795
171	0.05329840759	10733.84889
172	0.05321374657	10696.32966
173	0.05295359819	10632.8114
174	0.0526726217	10577.64926
175	0.05243442673	10521.45037
176	0.05241051053	10510.79761
177	0.05221026873	10466.53207
178	0.0520587532	10432.12124
179	0.05197959607	10398.81675
180	0.05194186466	10388.91496
181	0.05166712223	10327.72681
182	0.05154149875	10288.95857
183	0.05134370232	10254.53703
184	0.05111178127	10191.83311
185	0.05095634238	10160.19942
186	0.0508431354	10133.78274
187	0.05069867383	10102.46091
188	0.05066562415	10095.15417
189	0.05038704068	10045.85849
190	0.0502691764	10013.7284
191	0.05024274687	10006.08877
192	0.0502351649	10003.67556
193	0.05003599944	9961.533233
194	0.04985943026	9919.082425
195	0.04982627503	9913.131339
196	0.04950545286	9857.782344
197	0.04930671617	9824.074307
198	0.04927678627	9818.75404
199	0.04925011955	9810.154708
200	0.04903586997	9768.923781
201	0.04883021969	9727.285835
202	0.04873408455	9697.48653
203	0.04856098533	9662.700246
204	0.04831507145	9624.123522
205	0.04813646769	9577.640915
206	0.04800727717	9544.871427
207	0.0478117363	9512.370172
208	0.04778858997	9508.341156
209	0.04776685348	9501.008497
210	0.04764039755	9474.096873
211	0.047489718	9448.73401
212	0.04747077612	9444.115128
213	0.04745011789	9436.894019
214	0.04722959683	9394.269443
215	0.0469785314	9353.816815
216	0.04694341684	9346.901567
217	0.0467617816	9303.521895
218	0.04657030558	9248.402443
219	0.04646538048	9220.004664
220	0.04635221918	9195.76639
221	0.0462219726	9163.589241
222	0.04598035271	9126.08775
223	0.04585295037	9089.132772
224	0.04567271386	9045.680854
225	0.04547936724	9009.777191
226	0.04536909851	8981.891965
227	0.04527500152	8948.529322
228	0.0451161045	8921.266675
229	0.04508247383	8914.082021
230	0.04506451105	8910.53716
231	0.04490914646	8878.240104
232	0.044833403	8851.968468
233	0.04475205507	8827.064648
234	0.04454374609	8790.235625
235	0.04431863823	8749.721795
236	0.04411712311	8704.418281
237	0.04403068428	8683.32867
238	0.04386236929	8648.328792
239	0.04353949513	8598.08783
240	0.04345741802	8577.25807
241	0.04339275553	8560.098916
242	0.04320794163	8533.866952
243	0.04314494042	8514.027369
244	0.04292099825	8476.991995
245	0.04287045618	8460.785248
246	0.04285177378	8453.030338
247	0.04266906045	8419.356609
248	0.04258940818	8397.798369
249	0.04248908304	8374.064274
250	0.04245596966	8367.522429
251	0.04235811214	8347.354643
252	0.04221828575	8308.693402
253	0.04218178314	8302.681378
254	0.04211729241	8285.84437
255	0.0419645541	8250.965962
256	0.04182538054	8218.614222
257	0.04160309976	8185.167898
258	0.04140965542	8145.939839
259	0.04124217156	8115.895048
260	0.04116957955	8096.146301
261	0.04104247892	8065.273402
262	0.04087565257	8026.100177
263	0.0407801396	8007.53964
264	0.04067543177	7982.611601
265	0.04066102326	7980.738273
266	0.0406158408	7966.920918
267	0.04044896846	7933.033024
268	0.04030365924	7899.77253
269	0.04013533058	7867.440622
270	0.04006541686	7843.601766
271	0.03997020747	7820.216859
272	0.03995948699	7818.809826
273	0.03976153996	7777.127294
274	0.0396367442	7751.816565
275	0.0395068739	7722.754865
276	0.03940691021	7700.740311
277	0.03920509512	7666.729601
278	0.03908818839	7646.165963
279	0.03901653515	7626.866778
280	0.03889268247	7598.538912
281	0.03878813377	7569.618223
282	0.03864310951	7538.601287
283	0.03862594133	7536.143914
284	0.03853307482	7513.179337
285	0.03850550135	7509.020357
286	0.03839151295	7480.958933
287	0.03827020264	7460.245005
288	0.03812549774	7423.349101
289	0.03804492513	7406.632168
290	0.03790928931	7373.414612
291	0.03779893921	7344.030988
292	0.0377050159	7331.217674
293	0.03753040849	7296.735948
294	0.03743676842	7279.445272
295	0.03729373207	7251.783377
296	0.03715550176	7224.313635
297	0.03708273907	7206.590614
298	0.03700461822	7190.788345
299	0.03690491041	7171.999621
300	0.0367954217	7150.532148
301	0.03664496866	7117.162533
302	0.03653336085	7090.519676
303	0.03642938009	7070.668565
304	0.03630601419	7043.023878
305	0.03619366846	7018.99817
306	0.03606051592	6995.681977
307	0.03591116913	6966.14943
308	0.03579295498	6946.423687
309	0.03567878201	6919.709772
310	0.03553521777	6890.333893
311	0.03548748731	6877.825765
312	0.03536544612	6845.347624
313	0.03526556412	6831.028737
314	0.03512644483	6801.552679
315	0.03508132808	6790.044098
316	0.03490423197	6758.420352
317	0.03479715523	6740.908631
318	0.03467767261	6717.00964
319	0.03456541562	6693.443363
320	0.03440263452	6661.447936
321	0.03433486287	6645.587503
322	0.03424919448	6627.250465
323	0.03416783097	6610.079895
324	0.03413408736	6604.221046
325	0.03407722081	6588.203492
326	0.03392670023	6560.456106
327	0.03381089744	6540.4209
328	0.03376572773	6529.245875
329	0.03358314116	6501.905826
330	0.033456089	6477.835936
331	0.03337446502	6462.114543
332	0.03332980159	6454.041158
333	0.03319067736	6429.702398
334	0.03307930738	6410.041249
335	0.03305055235	6406.379147
336	0.03302646407	6398.376531
337	0.03299641893	6386.732973
338	0.03291871314	6371.348215
339	0.03285169894	6358.663511
340	0.03280568688	6345.816639
341	0.03266678604	6324.582775
342	0.03257150052	6301.130026
343	0.03246171781	6285.547262
344	0.03233870963	6263.492546
345	0.03228467209	6250.184343
346	0.03216959142	6225.56959
347	0.0320507589	6199.017142
348	0.03194322809	6173.036694
349	0.03181474595	6152.467308
350	0.03170723624	6133.172501
351	0.03164292427	6122.975807
352	0.03156975508	6105.327223
353	0.03147765073	6085.742937
354	0.03139964655	6070.091224
355	0.03128215324	6050.091775
356	0.03119502278	6032.300568
357	0.03106932106	6005.868284
358	0.03098181313	5990.47202
359	0.03089439076	5976.992514
360	0.03081025266	5961.677165
361	0.03072239453	5947.65064
362	0.03061161881	5927.266437
363	0.03053186868	5912.577801
364	0.03043072105	5891.316994
365	0.03030771247	5870.997238
366	0.03026559279	5859.02164
367	0.0302396561	5853.599754
368	0.03016988667	5833.601649
369	0.03009235829	5819.200727
370	0.02999459717	5799.652599
371	0.02994887929	5787.746561
372	0.02989834719	5779.375753
373	0.02980845621	5760.220205
374	0.02973503328	5746.857206
375	0.02959458106	5720.324677
376	0.02952661157	5712.03746
377	0.02948101305	5702.959903
378	0.02945794459	5697.910551
379	0.02933302017	5674.317797
380	0.02922296613	5655.816509
381	0.02913096412	5640.142511
382	0.02910535266	5633.901052
383	0.02906175428	5625.672212
384	0.02894965862	5608.889733
385	0.02888694376	5598.282732
386	0.02881162708	5581.022895
387	0.02874592118	5565.871984
388	0.02865404515	5545.195369
389	0.02863749256	5541.34697
390	0.02847558814	5512.817958
391	0.02843817982	5503.967848
392	0.02836733594	5485.454884
393	0.02829579088	5471.507413
394	0.02823674716	5461.520487
395	0.02816461195	5443.302409
396	0.02806959213	5420.867916
397	0.02796849167	5401.895198
398	0.02792719465	5393.360385
399	0.02783851274	5380.285761
400	0.02780509419	5368.76087
401	0.02772355456	5354.472029
402	0.02761946974	5332.522547
403	0.02754989943	5316.737104
404	0.02751158249	5307.599552
405	0.02744367641	5297.1364
406	0.0273826261	5287.166251
407	0.02729223648	5271.949254
408	0.02723029649	5257.812081
409	0.02721404323	5254.680866
410	0.02715323817	5243.757266
411	0.02705333939	5222.689753
412	0.02695874669	5207.496474
